substation,zone,technology,capacity_mw,curtailment_pct,curtailed_mwh,total_mwh,delivered_mwh,curtailed_hours,binding_branch,n_sensitive_branches
BARG,upper-boat,BESS,50,86.08,173917,202031,28115,15902,55L7017P54->ABTY3_2L5,33
CAER,upper-boat,PV,5,17.98,1000,5564,4564,619,54L7024P30->ENER3T,27
CAER,upper-boat,PV,10,29.16,3245,11128,7884,2442,CAER3_MAIN1->CAER3T,27
CAER,upper-boat,PV,20,53.04,11806,22257,10451,4253,CAER3_MAIN1->CAER3T,27
CAER,upper-boat,PV,30,64.96,21686,33385,11699,5128,CAER3_MAIN1->CAER3T,27
CAER,upper-boat,PV,50,76.62,42634,55642,13008,6113,CAER3_MAIN1->CAER3T,27
CAER,upper-boat,Wind,5,3.61,456,12642,12186,1410,CAER3_MAIN1->CAER3T,27
CAER,upper-boat,Wind,10,20.89,5283,25285,20002,4989,CAER3_MAIN1->CAER3T,27
CAER,upper-boat,Wind,20,47.63,24089,50570,26481,8767,CAER3_MAIN1->CAER3T,27
CAER,upper-boat,Wind,30,61.16,46394,75855,29460,10528,CAER3_MAIN1->CAER3T,27
CAER,upper-boat,Wind,50,74.43,94096,126425,32329,12471,CAER3_MAIN1->CAER3T,27
CAER,upper-boat,BESS,5,11.7,2363,20203,17840,4181,CAER3_MAIN1->CAER3T,27
CAER,upper-boat,BESS,10,36.21,14630,40406,25776,5631,CAER3_MAIN1->CAER3T,27
CAER,upper-boat,BESS,20,53.7,43396,80812,37417,11824,CAER3_MAIN1->CAER3T,27
CAER,upper-boat,BESS,30,67.11,81354,121219,39865,17568,CAER3_MAIN1->CAER3T,27
CAER,upper-boat,BESS,50,80.27,162166,202031,39865,17568,CAER3T->UPPB3_#1L5,27
CREI,upper-boat,PV,5,6.5,362,5564,5202,1201,CREI3_1L5->UPPB3_#3L5,18
CREI,upper-boat,PV,10,32.68,3637,11128,7491,3801,CREI3_1L5->UPPB3_#3L5,18
CREI,upper-boat,PV,20,60.03,13361,22257,8896,5523,CREI3_1L5->UPPB3_#3L5,18
CREI,upper-boat,PV,30,71.53,23882,33385,9503,6296,CREI3_1L5->UPPB3_#3L5,18
CREI,upper-boat,PV,50,81.86,45548,55642,10095,7035,CREI3_1L5->UPPB3_#3L5,18
CREI,upper-boat,Wind,5,15.92,2013,12642,10629,3516,CREI3_1L5->UPPB3_#3L5,18
CREI,upper-boat,Wind,10,38.96,9850,25285,15435,7405,CREI3_1L5->UPPB3_#3L5,18
CREI,upper-boat,Wind,20,62.21,31457,50570,19112,10604,CREI3_1L5->UPPB3_#3L5,18
CREI,upper-boat,Wind,30,72.69,55140,75855,20715,12137,CREI3_1L5->UPPB3_#3L5,18
CREI,upper-boat,Wind,50,82.44,104224,126425,22201,13629,CREI3_1L5->UPPB3_#3L5,18
CREI,upper-boat,BESS,5,30.2,6102,20203,14101,5928,CREI3_1L5->UPPB3_#3L5,18
CREI,upper-boat,BESS,10,49.05,19818,40406,20588,8668,CREI3_1L5->UPPB3_#3L5,18
CREI,upper-boat,BESS,20,67.52,54562,80812,26251,16955,CREI3_1L5->UPPB3_#3L5,18
CREI,upper-boat,BESS,30,78.27,94879,121219,26340,17568,CREI3_1L5->UPPB3_#3L5,18
CREI,upper-boat,BESS,50,86.96,175691,202031,26340,17568,CREI3_1L5->UPPB3_#3L5,18
Dowlais,upper-boat,PV,5,0.0,0,5564,5564,1,MOUA3_#2T0->MOUA1_#210,17
Dowlais,upper-boat,PV,10,0.0,0,11128,11128,1,MOUA3_#2T0->MOUA1_#210,17
Dowlais,upper-boat,PV,20,0.0,0,22257,22257,1,MOUA3_#2T0->MOUA1_#210,17
Dowlais,upper-boat,PV,30,0.0,0,33385,33385,1,MOUA3_#2T0->MOUA1_#210,17
Dowlais,upper-boat,PV,50,0.11,62,55642,55580,24,DOWL1_#110->DOWL3_#1T0,17
Dowlais,upper-boat,Wind,5,0.0,0,12642,12642,4,MOUA3_#2T0->MOUA1_#210,17
Dowlais,upper-boat,Wind,10,0.0,1,25285,25284,4,MOUA3_#2T0->MOUA1_#210,17
Dowlais,upper-boat,Wind,20,0.15,76,50570,50494,60,DOWL1_#110->DOWL3_#1T0,17
Dowlais,upper-boat,Wind,30,0.98,746,75855,75108,286,DOWL1_#110->DOWL3_#1T0,17
Dowlais,upper-boat,Wind,50,5.84,7388,126425,119036,1397,DOWL1_#110->DOWL3_#1T0,17
Dowlais,upper-boat,BESS,5,0.09,18,20203,20185,12,MOUA3_#2T0->MOUA1_#210,17
Dowlais,upper-boat,BESS,10,0.13,53,40406,40353,16,MOUA3_#2T0->MOUA1_#210,17
Dowlais,upper-boat,BESS,20,0.39,319,80812,80493,139,DOWL1_#110->DOWL3_#1T0,17
Dowlais,upper-boat,BESS,30,1.61,1950,121219,119269,512,DOWL1_#110->DOWL3_#1T0,17
Dowlais,upper-boat,BESS,50,6.59,13313,202031,188719,1943,DOWL1_#110->DOWL3_#1T0,17
ENER,upper-boat,PV,5,0.46,25,5564,5539,75,55L7506P38->55L7506P7,20
ENER,upper-boat,PV,10,10.91,1215,11128,9914,1661,ENER3_MAIN1->UPPB3_#14L5,20
ENER,upper-boat,PV,20,39.52,8797,22257,13460,3726,ENER3_MAIN1->UPPB3_#14L5,20
ENER,upper-boat,PV,30,54.64,18241,33385,15145,4634,ENER3_MAIN1->UPPB3_#14L5,20
ENER,upper-boat,PV,50,69.53,38686,55642,16956,5701,ENER3_MAIN1->UPPB3_#14L5,20
ENER,upper-boat,Wind,5,0.52,65,12642,12577,272,ENER3_MAIN1->UPPB3_#14L5,20
ENER,upper-boat,Wind,10,12.19,3082,25285,22203,3321,ENER3_MAIN1->UPPB3_#14L5,20
ENER,upper-boat,Wind,20,38.87,19656,50570,30914,7407,ENER3_MAIN1->UPPB3_#14L5,20
ENER,upper-boat,Wind,30,53.87,40861,75855,34994,9391,ENER3_MAIN1->UPPB3_#14L5,20
ENER,upper-boat,Wind,50,69.1,87353,126425,39071,11562,ENER3_MAIN1->UPPB3_#14L5,20
ENER,upper-boat,BESS,5,3.29,665,20203,19539,1891,ENER3_MAIN1->UPPB3_#14L5,20
ENER,upper-boat,BESS,10,28.38,11466,40406,28940,5042,ENER3_MAIN1->UPPB3_#14L5,20
ENER,upper-boat,BESS,20,46.23,37357,80812,43455,8766,ENER3_MAIN1->UPPB3_#14L5,20
ENER,upper-boat,BESS,30,58.82,71305,121219,49914,16936,ENER3_MAIN1->UPPB3_#14L5,20
ENER,upper-boat,BESS,50,75.27,152069,202031,49962,17568,ENER3_MAIN1->UPPB3_#14L5,20
GASY,upper-boat,PV,5,0.0,0,5564,5564,0,None,15
GASY,upper-boat,PV,10,0.0,0,11128,11128,0,None,15
GASY,upper-boat,PV,20,7.74,1723,22257,20534,1213,GAST31->GASY3_#1L5,15
GASY,upper-boat,PV,30,22.62,7551,33385,25834,2430,GAST31->GASY3_#1L5,15
GASY,upper-boat,PV,50,43.23,24053,55642,31589,3796,GAST31->GASY3_#1L5,15
GASY,upper-boat,Wind,5,0.0,0,12642,12642,0,None,15
GASY,upper-boat,Wind,10,0.0,0,25285,25285,0,None,15
GASY,upper-boat,Wind,20,7.46,3772,50570,46798,2683,GAST31->GASY3_#1L5,15
GASY,upper-boat,Wind,30,23.03,17468,75855,58387,5320,GAST31->GASY3_#1L5,15
GASY,upper-boat,Wind,50,44.34,56054,126425,70371,8259,GAST31->GASY3_#1L5,15
GASY,upper-boat,BESS,5,0.0,0,20203,20203,0,None,15
GASY,upper-boat,BESS,10,0.0,0,40406,40406,0,None,15
GASY,upper-boat,BESS,20,24.56,19844,80812,60968,4919,GAST31->GASY3_#1L5,15
GASY,upper-boat,BESS,30,36.66,44439,121219,76780,4919,GAST31->GASY3_#1L5,15
GASY,upper-boat,BESS,50,48.28,97549,202031,104482,13946,GAST31->GASY3_#1L5,15
IRON,upper-boat,PV,5,0.77,43,5564,5521,164,CREI3_1L5->UPPB3_#3L5,18
IRON,upper-boat,PV,10,1.82,203,11128,10926,414,CREI3_1L5->UPPB3_#3L5,18
IRON,upper-boat,PV,20,20.07,4467,22257,17790,2685,CREI3_1L5->UPPB3_#3L5,18
IRON,upper-boat,PV,30,37.87,12642,33385,20744,3968,CREI3_1L5->UPPB3_#3L5,18
IRON,upper-boat,PV,50,57.47,31975,55642,23667,5182,CREI3_1L5->UPPB3_#3L5,18
IRON,upper-boat,Wind,5,3.36,424,12642,12218,770,CREI3_1L5->UPPB3_#3L5,18
IRON,upper-boat,Wind,10,8.17,2066,25285,23219,1828,CREI3_1L5->UPPB3_#3L5,18
IRON,upper-boat,Wind,20,26.99,13646,50570,36923,5684,CREI3_1L5->UPPB3_#3L5,18
IRON,upper-boat,Wind,30,42.48,32221,75855,43634,7891,CREI3_1L5->UPPB3_#3L5,18
IRON,upper-boat,Wind,50,60.01,75872,126425,50553,10327,CREI3_1L5->UPPB3_#3L5,18
IRON,upper-boat,BESS,5,6.41,1295,20203,18908,1352,CREI3_1L5->UPPB3_#3L5,18
IRON,upper-boat,BESS,10,18.04,7290,40406,33116,4847,CREI3_1L5->UPPB3_#3L5,18
IRON,upper-boat,BESS,20,40.95,33094,80812,47718,6649,CREI3_1L5->UPPB3_#3L5,18
IRON,upper-boat,BESS,30,50.21,60859,121219,60359,8524,CREI3_1L5->UPPB3_#3L5,18
IRON,upper-boat,BESS,50,65.49,132315,202031,69716,17568,CREI3_1L5->UPPB3_#3L5,18
LADY,upper-boat,PV,5,0.01,1,5564,5563,4,WATT3_#1L5->WATT3_4L9,22
LADY,upper-boat,PV,10,0.02,2,11128,11126,6,WATT3_#1L5->WATT3_4L9,22
LADY,upper-boat,PV,20,0.03,7,22257,22250,7,WATT3_#1L5->WATT3_4L9,22
LADY,upper-boat,PV,30,0.86,286,33385,33100,259,MOUA3_#2L5->LADY3_2L5,22
LADY,upper-boat,PV,50,12.41,6907,55642,48735,1544,MOUA3_#2L5->LADY3_2L5,22
LADY,upper-boat,Wind,5,0.16,21,12642,12622,22,WATT3_#1L5->WATT3_4L9,22
LADY,upper-boat,Wind,10,0.21,52,25285,25233,30,WATT3_#1L5->WATT3_4L9,22
LADY,upper-boat,Wind,20,0.35,177,50570,50393,69,WATT3_#1L5->WATT3_4L9,22
LADY,upper-boat,Wind,30,1.28,975,75855,74880,595,MOUA3_#2L5->LADY3_2L5,22
LADY,upper-boat,Wind,50,13.61,17203,126425,109222,3573,MOUA3_#2L5->LADY3_2L5,22
LADY,upper-boat,BESS,5,0.22,44,20203,20159,33,WATT3_#1L5->WATT3_4L9,22
LADY,upper-boat,BESS,10,0.38,152,40406,40254,62,WATT3_#1L5->WATT3_4L9,22
LADY,upper-boat,BESS,20,0.92,747,80812,80066,253,WATT3_#1L5->WATT3_4L9,22
LADY,upper-boat,BESS,30,6.78,8218,121219,113001,4433,GAST31->UPPB3_#11L5,22
LADY,upper-boat,BESS,50,28.35,57269,202031,144762,4961,GAST31->UPPB3_#11L5,22
MASH,upper-boat,PV,5,0.03,2,5564,5562,21,MASH3_#1L5->PHUT31,25
MASH,upper-boat,PV,10,13.54,1507,11128,9622,1881,MASH3_#1L5->PHUT31,25
MASH,upper-boat,PV,20,42.66,9494,22257,12762,3870,MASH3_#1L5->PHUT31,25
MASH,upper-boat,PV,30,57.27,19119,33385,14267,4772,MASH3_#1L5->PHUT31,25
MASH,upper-boat,PV,50,71.48,39773,55642,15869,5811,MASH3_#1L5->PHUT31,25
MASH,upper-boat,Wind,5,0.73,92,12642,12550,392,MASH3_#1L5->PHUT31,25
MASH,upper-boat,Wind,10,16.38,4142,25285,21143,4023,MASH3_#1L5->PHUT31,25
MASH,upper-boat,Wind,20,44.06,22283,50570,28287,8065,MASH3_#1L5->PHUT31,25
MASH,upper-boat,Wind,30,58.42,44312,75855,31543,9996,MASH3_#1L5->PHUT31,25
MASH,upper-boat,Wind,50,72.54,91703,126425,34721,12024,MASH3_#1L5->PHUT31,25
MASH,upper-boat,BESS,5,6.12,1235,20203,18968,3290,MASH3_#1L5->PHUT31,25
MASH,upper-boat,BESS,10,32.33,13062,40406,27345,4936,MASH3_#1L5->PHUT31,25
MASH,upper-boat,BESS,20,49.17,39739,80812,41074,11270,MASH3_#1L5->PHUT31,25
MASH,upper-boat,BESS,30,64.22,77849,121219,43369,17568,MASH3_#1L5->PHUT31,25
MASH,upper-boat,BESS,50,78.53,158662,202031,43369,17568,MASH3_#1L5->PHUT31,25
MILL,upper-boat,PV,5,15.33,853,5564,4711,2038,MILL3_1L9->MILL3_1L5,21
MILL,upper-boat,PV,10,34.92,3886,11128,7242,3844,MILL3_1L9->MILL3_1L5,21
MILL,upper-boat,PV,20,59.03,13139,22257,9118,5450,MILL3_1L9->MILL3_1L5,21
MILL,upper-boat,PV,30,70.07,23392,33385,9993,6151,MILL3_1L9->MILL3_1L5,21
MILL,upper-boat,PV,50,80.33,44699,55642,10943,6858,MILL3_1L9->MILL3_1L5,21
MILL,upper-boat,Wind,5,27.02,3415,12642,9227,3744,MILL3_1L9->MILL3_1L5,21
MILL,upper-boat,Wind,10,41.03,10374,25285,14911,6131,MILL3_1L9->MILL3_1L5,21
MILL,upper-boat,Wind,20,58.81,29740,50570,20830,8984,MILL3_1L9->MILL3_1L5,21
MILL,upper-boat,Wind,30,68.48,51945,75855,23910,10543,MILL3_1L9->MILL3_1L5,21
MILL,upper-boat,Wind,50,78.57,99334,126425,27091,12321,MILL3_1L9->MILL3_1L5,21
MILL,upper-boat,BESS,5,26.23,5300,20203,14903,5130,MILL3_1L9->MILL3_1L5,21
MILL,upper-boat,BESS,10,43.99,17775,40406,22632,7943,MILL3_1L9->MILL3_1L5,21
MILL,upper-boat,BESS,20,60.58,48952,80812,31860,12575,MILL3_1L9->MILL3_1L5,21
MILL,upper-boat,BESS,30,70.46,85412,121219,35807,16452,MILL3_1L9->MILL3_1L5,21
MILL,upper-boat,BESS,50,82.04,165746,202031,36285,17559,MILL3_1L9->MILL3_1L5,21
MORL,upper-boat,PV,5,2.13,118,5564,5446,448,CREI3_1L5->UPPB3_#3L5,18
MORL,upper-boat,PV,10,17.09,1902,11128,9226,2528,CREI3_1L5->UPPB3_#3L5,18
MORL,upper-boat,PV,20,47.15,10493,22257,11763,4751,CREI3_1L5->UPPB3_#3L5,18
MORL,upper-boat,PV,30,61.62,20573,33385,12813,5620,CREI3_1L5->UPPB3_#3L5,18
MORL,upper-boat,PV,50,75.12,41797,55642,13845,6547,CREI3_1L5->UPPB3_#3L5,18
MORL,upper-boat,Wind,5,9.25,1169,12642,11473,2054,CREI3_1L5->UPPB3_#3L5,18
MORL,upper-boat,Wind,10,25.99,6571,25285,18714,5430,CREI3_1L5->UPPB3_#3L5,18
MORL,upper-boat,Wind,20,51.02,25800,50570,24770,9038,CREI3_1L5->UPPB3_#3L5,18
MORL,upper-boat,Wind,30,63.63,48265,75855,27590,10815,CREI3_1L5->UPPB3_#3L5,18
MORL,upper-boat,Wind,50,76.04,96136,126425,30289,12621,CREI3_1L5->UPPB3_#3L5,18
MORL,upper-boat,BESS,5,19.06,3851,20203,16352,4272,CREI3_1L5->UPPB3_#3L5,18
MORL,upper-boat,BESS,10,40.31,16287,40406,24119,6907,CREI3_1L5->UPPB3_#3L5,18
MORL,upper-boat,BESS,20,57.2,46228,80812,34584,12133,CREI3_1L5->UPPB3_#3L5,18
MORL,upper-boat,BESS,30,69.03,83676,121219,37543,17278,CREI3_1L5->UPPB3_#3L5,18
MORL,upper-boat,BESS,50,81.39,164440,202031,37591,17568,CREI3_1L5->UPPB3_#3L5,18
Mountain Ash,upper-boat,PV,5,0.02,1,5564,5563,6,WATT3_#1L5->WATT3_4L9,23
Mountain Ash,upper-boat,PV,10,0.03,3,11128,11125,7,WATT3_#1L5->WATT3_4L9,23
Mountain Ash,upper-boat,PV,20,0.04,9,22257,22248,9,WATT3_#1L5->WATT3_4L9,23
Mountain Ash,upper-boat,PV,30,0.08,26,33385,33359,21,WATT3_#1L5->WATT3_4L9,23
Mountain Ash,upper-boat,PV,50,2.35,1308,55642,54334,607,WATT3_#1L5->WATT3_4L9,23
Mountain Ash,upper-boat,Wind,5,0.18,23,12642,12619,26,WATT3_#1L5->WATT3_4L9,23
Mountain Ash,upper-boat,Wind,10,0.27,68,25285,25217,42,WATT3_#1L5->WATT3_4L9,23
Mountain Ash,upper-boat,Wind,20,1.0,507,50570,50063,327,WATT3_#1L5->WATT3_4L9,23
Mountain Ash,upper-boat,Wind,30,4.56,3463,75855,72392,1332,WATT3_#1L5->WATT3_4L9,23
Mountain Ash,upper-boat,Wind,50,16.74,21159,126425,105266,3729,WATT3_#1L5->WATT3_4L9,23
Mountain Ash,upper-boat,BESS,5,0.3,60,20203,20143,51,WATT3_#1L5->WATT3_4L9,23
Mountain Ash,upper-boat,BESS,10,0.6,241,40406,40166,120,WATT3_#1L5->WATT3_4L9,23
Mountain Ash,upper-boat,BESS,20,3.54,2863,80812,77950,1464,WATT3_#1L5->WATT3_4L9,23
Mountain Ash,upper-boat,BESS,30,15.05,18247,121219,102972,4423,WATT3_#1L5->WATT3_4L9,23
Mountain Ash,upper-boat,BESS,50,32.63,65921,202031,136110,4971,WATT3_#1L5->WATT3_4L9,23
NANW,upper-boat,PV,5,75.26,4188,5564,1377,6863,55L7017P54->ABTY3_2L5,33
NANW,upper-boat,PV,10,81.47,9066,11128,2062,7338,55L7017P54->ABTY3_2L5,33
NANW,upper-boat,PV,20,87.82,19545,22257,2712,7788,55L7017P54->ABTY3_2L5,33
NANW,upper-boat,PV,30,90.86,30335,33385,3051,7997,55L7017P54->ABTY3_2L5,33
NANW,upper-boat,PV,50,93.79,52186,55642,3456,8239,55L7017P54->ABTY3_2L5,33
NANW,upper-boat,Wind,5,89.44,11308,12642,1335,10956,55L7017P54->ABTY3_2L5,33
NANW,upper-boat,Wind,10,90.3,22833,25285,2452,11401,55L7017P54->ABTY3_2L5,33
NANW,upper-boat,Wind,20,91.75,46396,50570,4174,12132,55L7017P54->ABTY3_2L5,33
NANW,upper-boat,Wind,30,92.83,70413,75855,5442,12685,55L7017P54->ABTY3_2L5,33
NANW,upper-boat,Wind,50,94.33,119250,126425,7174,13467,55L7017P54->ABTY3_2L5,33
NANW,upper-boat,BESS,5,70.47,14238,20203,5965,12332,55L7017P54->ABTY3_2L5,33
NANW,upper-boat,BESS,10,76.88,31063,40406,9343,13655,55L7017P54->ABTY3_2L5,33
NANW,upper-boat,BESS,20,83.6,67557,80812,13255,15132,55L7017P54->ABTY3_2L5,33
NANW,upper-boat,BESS,30,87.14,105635,121219,15584,16242,55L7017P54->ABTY3_2L5,33
NANW,upper-boat,BESS,50,91.65,185158,202031,16873,17542,55L7017P54->ABTY3_2L5,33
NELS,upper-boat,PV,5,0.01,1,5564,5563,4,WATT3_#1L5->WATT3_4L9,17
NELS,upper-boat,PV,10,0.02,2,11128,11127,5,WATT3_#1L5->WATT3_4L9,17
NELS,upper-boat,PV,20,0.03,6,22257,22251,7,WATT3_#1L5->WATT3_4L9,17
NELS,upper-boat,PV,30,0.13,44,33385,33341,58,MOUA3_#3L5->NELS3_2L5,17
NELS,upper-boat,PV,50,9.31,5178,55642,50464,1462,GAST32->UPPB3_#15L5,17
NELS,upper-boat,Wind,5,0.15,20,12642,12623,20,WATT3_#1L5->WATT3_4L9,17
NELS,upper-boat,Wind,10,0.18,45,25285,25240,25,WATT3_#1L5->WATT3_4L9,17
NELS,upper-boat,Wind,20,0.26,129,50570,50441,41,WATT3_#1L5->WATT3_4L9,17
NELS,upper-boat,Wind,30,1.42,1076,75855,74779,760,GAST32->UPPB3_#15L5,17
NELS,upper-boat,Wind,50,15.03,18996,126425,107428,3972,GAST32->UPPB3_#15L5,17
NELS,upper-boat,BESS,5,0.19,38,20203,20165,26,WATT3_#1L5->WATT3_4L9,17
NELS,upper-boat,BESS,10,0.28,113,40406,40294,48,WATT3_#1L5->WATT3_4L9,17
NELS,upper-boat,BESS,20,0.86,693,80812,80120,691,GAST32->UPPB3_#15L5,17
NELS,upper-boat,BESS,30,15.68,19004,121219,102215,4928,GAST32->UPPB3_#15L5,17
NELS,upper-boat,BESS,50,33.78,68239,202031,133792,4947,GAST32->UPPB3_#15L5,17
PENR,upper-boat,PV,5,4.84,269,5564,5295,794,MILL3_1L9->MILL3_1L5,29
PENR,upper-boat,PV,10,5.33,593,11128,10536,850,MILL3_1L9->MILL3_1L5,29
PENR,upper-boat,PV,20,6.4,1425,22257,20832,1002,MILL3_1L9->MILL3_1L5,29
PENR,upper-boat,PV,30,8.35,2786,33385,30599,1392,MILL3_1L9->MILL3_1L5,29
PENR,upper-boat,PV,50,22.94,12763,55642,42879,3130,MILL3_1L9->MILL3_1L5,29
PENR,upper-boat,Wind,5,13.82,1747,12642,10895,1314,MILL3_1L9->MILL3_1L5,29
PENR,upper-boat,Wind,10,15.18,3837,25285,21448,1561,MILL3_1L9->MILL3_1L5,29
PENR,upper-boat,Wind,20,19.07,9643,50570,40927,2446,MILL3_1L9->MILL3_1L5,29
PENR,upper-boat,Wind,30,25.25,19154,75855,56701,3739,MILL3_1L9->MILL3_1L5,29
PENR,upper-boat,Wind,50,39.07,49391,126425,77034,6240,MILL3_1L9->MILL3_1L5,29
PENR,upper-boat,BESS,5,8.81,1780,20203,18423,1379,MILL3_1L9->MILL3_1L5,29
PENR,upper-boat,BESS,10,10.6,4285,40406,36121,1804,MILL3_1L9->MILL3_1L5,29
PENR,upper-boat,BESS,20,19.26,15563,80812,65249,4740,WATT3_#1L5->WATT3_4L9,29
PENR,upper-boat,BESS,30,33.33,40397,121219,80822,6119,55L7506P38->55L7506P7,29
PENR,upper-boat,BESS,50,46.13,93206,202031,108825,6667,55L7506P38->55L7506P7,29
PENT,upper-boat,PV,5,71.81,3996,5564,1568,6586,55L7017P54->ABTY3_2L5,33
PENT,upper-boat,PV,10,76.1,8468,11128,2660,6932,55L7017P54->ABTY3_2L5,33
PENT,upper-boat,PV,20,82.51,18363,22257,3894,7411,55L7017P54->ABTY3_2L5,33
PENT,upper-boat,PV,30,86.36,28832,33385,4553,7686,55L7017P54->ABTY3_2L5,33
PENT,upper-boat,PV,50,90.55,50383,55642,5260,7995,55L7017P54->ABTY3_2L5,33
PENT,upper-boat,Wind,5,89.05,11258,12642,1385,10760,55L7017P54->ABTY3_2L5,33
PENT,upper-boat,Wind,10,89.55,22642,25285,2643,11010,55L7017P54->ABTY3_2L5,33
PENT,upper-boat,Wind,20,90.48,45756,50570,4814,11497,55L7017P54->ABTY3_2L5,33
PENT,upper-boat,Wind,30,91.31,69266,75855,6588,11939,55L7017P54->ABTY3_2L5,33
PENT,upper-boat,Wind,50,92.62,117094,126425,9331,12585,55L7017P54->ABTY3_2L5,33
PENT,upper-boat,BESS,5,66.85,13505,20203,6698,11565,55L7017P54->ABTY3_2L5,33
PENT,upper-boat,BESS,10,71.86,29034,40406,11372,12800,55L7017P54->ABTY3_2L5,33
PENT,upper-boat,BESS,20,79.47,64224,80812,16589,13915,55L7017P54->ABTY3_2L5,33
PENT,upper-boat,BESS,30,83.0,100612,121219,20607,14787,55L7017P54->ABTY3_2L5,33
PENT,upper-boat,BESS,50,88.22,178230,202031,23801,17556,55L7017P54->ABTY3_2L5,33
SPTC,upper-boat,PV,5,0.44,25,5564,5540,72,55L7506P38->55L7506P7,15
SPTC,upper-boat,PV,10,0.46,51,11128,11078,77,55L7506P38->55L7506P7,15
SPTC,upper-boat,PV,20,1.16,258,22257,21998,261,COEL3N->UPPB3_#2L5,15
SPTC,upper-boat,PV,30,7.25,2420,33385,30965,1024,COEL3N->UPPB3_#2L5,15
SPTC,upper-boat,PV,50,23.49,13070,55642,42572,2342,COEL3N->UPPB3_#2L5,15
SPTC,upper-boat,Wind,5,0.37,47,12642,12595,128,55L7506P38->55L7506P7,15
SPTC,upper-boat,Wind,10,0.39,99,25285,25186,131,55L7506P38->55L7506P7,15
SPTC,upper-boat,Wind,20,0.42,210,50570,50359,140,55L7506P38->55L7506P7,15
SPTC,upper-boat,Wind,30,0.73,550,75855,75305,435,SPTC3_#1L5->COEL3S,15
SPTC,upper-boat,Wind,50,13.5,17062,126425,109362,4401,SPTC3_#1L5->COEL3S,15
SPTC,upper-boat,BESS,5,0.82,167,20203,20037,141,55L7506P38->55L7506P7,15
SPTC,upper-boat,BESS,10,0.88,354,40406,40053,157,55L7506P38->55L7506P7,15
SPTC,upper-boat,BESS,20,2.57,2078,80812,78734,2231,SPTC3_#1L5->COEL3S,15
SPTC,upper-boat,BESS,30,17.41,21108,121219,100110,4834,SPTC3_#1L5->COEL3S,15
SPTC,upper-boat,BESS,50,34.94,70582,202031,131449,5066,SPTC3_#1L5->COEL3S,15
SWRD,upper-boat,PV,5,70.94,3947,5564,1617,6513,55L7017P54->ABTY3_2L5,33
SWRD,upper-boat,PV,10,74.63,8306,11128,2823,6795,55L7017P54->ABTY3_2L5,33
SWRD,upper-boat,PV,20,80.81,17985,22257,4271,7344,55L7017P54->ABTY3_2L5,33
SWRD,upper-boat,PV,30,85.15,28426,33385,4959,7644,55L7017P54->ABTY3_2L5,33
SWRD,upper-boat,PV,50,89.78,49953,55642,5689,7968,55L7017P54->ABTY3_2L5,33
SWRD,upper-boat,Wind,5,88.96,11246,12642,1396,10716,55L7017P54->ABTY3_2L5,33
SWRD,upper-boat,Wind,10,89.37,22596,25285,2689,10913,55L7017P54->ABTY3_2L5,33
SWRD,upper-boat,Wind,20,90.16,45594,50570,4976,11331,55L7017P54->ABTY3_2L5,33
SWRD,upper-boat,Wind,30,90.88,68938,75855,6917,11720,55L7017P54->ABTY3_2L5,33
SWRD,upper-boat,Wind,50,92.19,116556,126425,9868,12497,55L7017P54->ABTY3_2L5,33
SWRD,upper-boat,BESS,5,65.99,13331,20203,6872,11402,55L7017P54->ABTY3_2L5,33
SWRD,upper-boat,BESS,10,71.54,28905,40406,11501,12817,55L7017P54->ABTY3_2L5,33
SWRD,upper-boat,BESS,20,79.02,63862,80812,16951,13594,55L7017P54->ABTY3_2L5,33
SWRD,upper-boat,BESS,30,82.45,99939,121219,21279,14740,55L7017P54->ABTY3_2L5,33
SWRD,upper-boat,BESS,50,88.41,178612,202031,23419,17568,55L7017P54->ABTY3_2L5,33
TONY,upper-boat,PV,5,17.21,957,5564,4607,2049,TONY3_#2L5->FERT3,21
TONY,upper-boat,PV,10,36.05,4011,11128,7117,3444,TONY3_#2L5->FERT3,21
TONY,upper-boat,PV,20,56.94,12673,22257,9584,4794,MILL3_1L9->MILL3_1L5,21
TONY,upper-boat,PV,30,67.27,22458,33385,10928,5497,MILL3_1L9->MILL3_1L5,21
TONY,upper-boat,PV,50,77.52,43135,55642,12507,6285,MILL3_1L9->MILL3_1L5,21
TONY,upper-boat,Wind,5,21.83,2760,12642,9882,2788,MILL3_1L9->MILL3_1L5,21
TONY,upper-boat,Wind,10,32.33,8174,25285,17111,4782,MILL3_1L9->MILL3_1L5,21
TONY,upper-boat,Wind,20,49.63,25096,50570,25474,7587,MILL3_1L9->MILL3_1L5,21
TONY,upper-boat,Wind,30,60.3,45738,75855,30117,9293,MILL3_1L9->MILL3_1L5,21
TONY,upper-boat,Wind,50,72.28,91375,126425,35049,11444,MILL3_1L9->MILL3_1L5,21
TONY,upper-boat,BESS,5,18.97,3833,20203,16370,3761,MILL3_1L9->MILL3_1L5,21
TONY,upper-boat,BESS,10,34.93,14116,40406,26290,6902,MILL3_1L9->MILL3_1L5,21
TONY,upper-boat,BESS,20,53.06,42883,80812,37930,10337,MILL3_1L9->MILL3_1L5,21
TONY,upper-boat,BESS,30,62.63,75920,121219,45299,13083,MILL3_1L9->MILL3_1L5,21
TONY,upper-boat,BESS,50,75.83,153200,202031,48831,17376,MILL3_1L9->MILL3_1L5,21
